ticker,rank,quarter,nominal,real,relative
NFLX,70,07/01/12,3575.0,3701.0,0.00138054767775
CDNS,71,07/01/12,3427.0,3548.0,0.00132339493472
ATHN,72,07/01/12,3208.0,3321.0,0.00123882432174
SPLK,73,07/01/12,3079.0,3188.0,0.00118900875518
ON,74,07/01/12,3008.0,3115.0,0.00116159088522
PBI,75,07/01/12,2773.0,2872.0,0.00107084159731
FSL,76,07/01/12,2572.0,2663.0,0.000993221993611
ULTI,77,07/01/12,2537.0,2627.0,0.000979706142221
PTC,78,07/01/12,2531.0,2621.0,0.000977389139125
BRCD,79,07/01/12,2479.0,2567.0,0.000957308445631
DST,80,07/01/12,2393.0,2478.0,0.000924098067928
IM,81,07/01/12,2369.0,2453.0,0.000914830055546
SSNC,82,07/01/12,1909.0,1976.0,0.000737193151557
ARRS,83,07/01/12,1533.0,1588.0,0.000591994290904
TYL,84,07/01/12,1230.0,1273.0,0.000474985634581
QRVO,85,07/01/12,1093.0,1131.0,0.000422080730567
MANH,86,07/01/12,987.0,1022.0,0.000381147009212
EPAM,87,07/01/12,728.0,754.0,0.000281129708923
WDAY,0,07/01/12,0,0,0.0
TWTR,0,07/01/12,0,0,0.0
PYPL,0,07/01/12,0,0,0.0
MBLY,0,07/01/12,0,0,0.0
IMS,0,07/01/12,0,0,0.0
GDDY,0,07/01/12,0,0,0.0
FEYE,0,07/01/12,0,0,0.0
DATA,0,07/01/12,0,0,0.0
COMM,0,07/01/12,0,0,0.0
CDW,0,07/01/12,0,0,0.0
CDKVV,0,07/01/12,0,0,0.0
ANET,0,07/01/12,0,0,0.0
894898,0,07/01/12,0,0.0,0.0
AAPL,1,10/01/12,542732.0,558321.0,0.216285449673
MSFT,2,10/01/12,235195.0,241951.0,0.0937281316303
IBM,3,10/01/12,220408.0,226739.0,0.0878353282866
GOOGL,4,10/01/12,184771.0,190079.0,0.0736335407192
ORCL,5,10/01/12,151394.0,155743.0,0.0603323912499
AMZN,6,10/01/12,110164.0,113329.0,0.043901723646
QCOM,7,10/01/12,104496.0,107498.0,0.0416429551769
INTC,8,10/01/12,104455.0,107455.0,0.0416266161672
CSCO,9,10/01/12,98830.0,101669.0,0.0393849837327
EBAY,10,10/01/12,64136.0,65979.0,0.0255589933895
EMC,11,10/01/12,52856.0,54375.0,0.0210637731476
TXN,12,10/01/12,32792.0,33734.0,0.0130680196961
HPQ,13,10/01/12,27355.0,28141.0,0.010901307599
FB,14,10/01/12,23878.0,24564.0,0.00951567987018
CRM,15,10/01/12,21833.0,22460.0,0.00870072194512
YHOO,16,10/01/12,21084.0,21690.0,0.00840223613296
CTSH,17,10/01/12,20705.0,21300.0,0.00825119992094
GLW,18,10/01/12,18272.0,18797.0,0.00728161917195
INTU,19,10/01/12,17684.0,18192.0,0.00704729386147
ADBE,20,10/01/12,16952.0,17439.0,0.00675558276067
BRCM,21,10/01/12,16672.0,17151.0,0.00664399927949
MSI,22,10/01/12,14849.0,15276.0,0.00591751111451
AMAT,23,10/01/12,13285.0,13667.0,0.00529423766963
CERN,24,10/01/12,13129.0,13506.0,0.00523206973011
SYMC,25,10/01/12,12701.0,13066.0,0.00506150640888
ADI,26,10/01/12,12088.0,12435.0,0.00481721828758
CTXS,27,10/01/12,12008.0,12353.0,0.00478533729295
VMW,28,10/01/12,11510.0,11841.0,0.00458687810142
NTAP,29,10/01/12,11163.0,11483.0,0.00444859428724
TDC,30,10/01/12,11028.0,11345.0,0.00439479510882
STX,31,10/01/12,10808.0,11118.0,0.0043071223736
CA,32,10/01/12,10794.0,11104.0,0.00430154319954
ALTR,33,10/01/12,10341.0,10638.0,0.00412101706749
SNDK,34,10/01/12,10229.0,10523.0,0.00407638367502
RHT,35,10/01/12,9874.0,10158.0,0.00393491176138
CHKP,36,10/01/12,9431.0,9702.0,0.00375837075365
LNKD,37,10/01/12,9294.0,9561.0,0.00370377455036
JNPR,38,10/01/12,9225.0,9490.0,0.0036762771925
WDC,39,10/01/12,8930.0,9186.0,0.00355871602482
XLNX,40,10/01/12,8904.0,9160.0,0.00354835470157
MXIM,41,10/01/12,8266.0,8503.0,0.00329410376945
AVGO,42,10/01/12,8186.0,8421.0,0.00326222277483
KLAC,43,10/01/12,7763.0,7986.0,0.00309365201576
GRMN,44,10/01/12,7728.0,7950.0,0.00307970408061
NVDA,45,10/01/12,7686.0,7907.0,0.00306296655843
LLTC,46,10/01/12,7606.0,7825.0,0.00303108556381
ADSK,47,10/01/12,7409.0,7622.0,0.00295257861455
FFIV,48,10/01/12,7363.0,7574.0,0.00293424704264
NUAN,49,10/01/12,6929.0,7129.0,0.00276129264681
AKAM,50,10/01/12,6752.0,6946.0,0.0026907559462
VRSN,51,10/01/12,6477.0,6663.0,0.00258116502719
ANSS,52,10/01/12,6330.0,6512.0,0.00252258369957
MCHP,53,10/01/12,6117.0,6293.0,0.00243770055138
NXPI,54,10/01/12,6107.0,6283.0,0.00243371542705
LRCX,55,10/01/12,6072.0,6246.0,0.00241976749191
MU,56,10/01/12,6028.0,6201.0,0.00240223294486
CSC,57,10/01/12,5499.0,5657.0,0.00219141986792
HRS,58,10/01/12,5465.0,5622.0,0.0021778704452
DOX,59,10/01/12,5387.0,5542.0,0.00214678647544
SNPS,60,10/01/12,4834.0,4973.0,0.00192640910011
MRVL,61,10/01/12,4515.0,4645.0,0.00179928363405
N,62,10/01/12,4426.0,4553.0,0.00176381602753
NFLX,63,10/01/12,4345.0,4470.0,0.00173153652048
IT,64,10/01/12,4336.0,4460.0,0.00172794990858
SWKS,65,10/01/12,4204.0,4325.0,0.00167534626745
NOW,66,10/01/12,3990.0,4105.0,0.00159006460684
IACI,67,10/01/12,3917.0,4029.0,0.00156097319924
PANW,68,10/01/12,3805.0,3915.0,0.00151633980677
NCR,69,10/01/12,3706.0,3812.0,0.00147688707592
CDNS,70,10/01/12,3607.0,3711.0,0.00143743434508
FTNT,71,10/01/12,3265.0,3359.0,0.00130114309306
SPLK,72,10/01/12,2876.0,2959.0,0.00114612175671
ON,73,10/01/12,2871.0,2953.0,0.00114412919454
DST,74,10/01/12,2620.0,2695.0,0.00104410257391
ATHN,75,10/01/12,2578.0,2652.0,0.00102736505173
ULTI,76,10/01/12,2574.0,2648.0,0.001025771002
BRCD,77,10/01/12,2544.0,2617.0,0.00101381562902
PTC,78,10/01/12,2510.0,2582.0,0.00100026620631
PBI,79,10/01/12,2446.0,2516.0,0.000974761410606
IM,80,10/01/12,2386.0,2454.0,0.000950850664639
FSL,81,10/01/12,2327.0,2393.0,0.000927338431104
SSNC,82,10/01/12,1854.0,1907.0,0.000738842050394
ARRS,83,10/01/12,1564.0,1609.0,0.000623273444885
TYL,84,10/01/12,1416.0,1457.0,0.000564293604832
WDAY,85,10/01/12,1232.0,1267.0,0.000490967317198
MANH,86,10/01/12,1164.0,1198.0,0.000463868471769
QRVO,87,10/01/12,1160.0,1193.0,0.000462274422037
EPAM,88,10/01/12,835.0,859.0,0.00033275788138
TWTR,0,10/01/12,0,0,0.0
PYPL,0,10/01/12,0,0,0.0
MBLY,0,10/01/12,0,0,0.0
IMS,0,10/01/12,0,0,0.0
GDDY,0,10/01/12,0,0,0.0
FEYE,0,10/01/12,0,0,0.0
DATA,0,10/01/12,0,0,0.0
COMM,0,10/01/12,0,0,0.0
CDW,0,10/01/12,0,0,0.0
CDKVV,0,10/01/12,0,0,0.0
ANET,0,10/01/12,0,0,0.0
894898,0,10/01/12,0,0.0,0.0
AAPL,1,01/01/13,438790.0,449849.0,0.170157601018
MSFT,2,01/01/13,232099.0,237948.0,0.0900052622864
IBM,3,01/01/13,227312.0,233040.0,0.0881489199904
GOOGL,4,01/01/13,207309.0,212534.0,0.0803919918627
ORCL,5,01/01/13,164276.0,168416.0,0.0637043006103
AMZN,6,01/01/13,120825.0,123870.0,0.0468545138745
QCOM,7,01/01/13,112413.0,115246.0,0.0435924392152
CSCO,8,01/01/13,111626.0,114439.0,0.0432872498717
INTC,9,01/01/13,105562.0,108222.0,0.0409357019956
EBAY,10,01/01/13,70104.0,71870.0,0.0271855066473
EMC,11,01/01/13,51032.0,52318.0,0.0197896093693
FB,12,01/01/13,42329.0,43396.0,0.0164146883327
TXN,13,01/01/13,37426.0,38369.0,0.014513362601
HPQ,14,01/01/13,36161.0,37073.0,0.0140228104797
CRM,15,01/01/13,25191.0,25826.0,0.00976877350724
YHOO,16,01/01/13,24036.0,24641.0,0.00932087809217
CTSH,17,01/01/13,23257.0,23843.0,0.00901879105466
ADBE,18,01/01/13,19725.0,20222.0,0.00764912299751
INTU,19,01/01/13,18869.0,19345.0,0.00731717626565
GLW,20,01/01/13,18527.0,18994.0,0.00718455268821
BRCM,21,01/01/13,17703.0,18149.0,0.00686501517997
MSI,22,01/01/13,16669.0,17089.0,0.00646404214172
AMAT,23,01/01/13,15621.0,16014.0,0.00605764006814
SYMC,24,01/01/13,15507.0,15898.0,0.00601343220899
CERN,25,01/01/13,14897.0,15273.0,0.00577688138372
ADI,26,01/01/13,13631.0,13975.0,0.00528594147422
CTXS,27,01/01/13,13309.0,13645.0,0.00516107366154
LNKD,28,01/01/13,13076.0,13406.0,0.00507071900205
NTAP,29,01/01/13,12511.0,12826.0,0.0048516186475
STX,30,01/01/13,12389.0,12701.0,0.00480430848244
SNDK,31,01/01/13,12150.0,12456.0,0.00471162709352
WDC,32,01/01/13,11360.0,11646.0,0.00440527438538
ALTR,33,01/01/13,11201.0,11483.0,0.00434361605552
CA,34,01/01/13,11134.0,11415.0,0.00431763424356
JNPR,35,01/01/13,10677.0,10946.0,0.00414041501873
VMW,36,01/01/13,10582.0,10849.0,0.0041035751361
TDC,37,01/01/13,10357.0,10618.0,0.00401632278252
RHT,38,01/01/13,10259.0,10518.0,0.00397831953518
CHKP,39,01/01/13,9919.0,10169.0,0.00384647153421
XLNX,40,01/01/13,9748.0,9994.0,0.00378015974549
MXIM,41,01/01/13,9184.0,9415.0,0.00356144717917
NFLX,42,01/01/13,8898.0,9122.0,0.00345053974306
KLAC,43,01/01/13,8872.0,9096.0,0.00344045724887
ADSK,44,01/01/13,8646.0,8864.0,0.00335281710705
LLTC,45,01/01/13,8638.0,8856.0,0.00334971480114
AVGO,46,01/01/13,8517.0,8731.0,0.00330279242432
MU,47,01/01/13,8406.0,8618.0,0.00325974792989
NVDA,48,01/01/13,7775.0,7971.0,0.00301505355162
FFIV,49,01/01/13,7649.0,7842.0,0.00296619223361
NXPI,50,01/01/13,7628.0,7820.0,0.00295804868061
GRMN,51,01/01/13,7255.0,7438.0,0.00281340366778
CSC,52,01/01/13,7035.0,7212.0,0.00272809025539
ANSS,53,01/01/13,7010.0,7187.0,0.00271839554943
MCHP,54,01/01/13,6873.0,7046.0,0.00266526856081
VRSN,55,01/01/13,6774.0,6945.0,0.00262687752523
AKAM,56,01/01/13,6760.0,6930.0,0.00262144848989
LRCX,57,01/01/13,6757.0,6927.0,0.00262028512518
NUAN,58,01/01/13,6620.0,6787.0,0.00256715813655
DOX,59,01/01/13,5768.0,5914.0,0.00223676255765
HRS,60,01/01/13,5349.0,5484.0,0.00207427928586
SNPS,61,01/01/13,5179.0,5309.0,0.00200835528538
N,62,01/01/13,5117.0,5246.0,0.00198431241461
MRVL,63,01/01/13,5047.0,5174.0,0.00195716723794
IT,64,01/01/13,4776.0,4897.0,0.0018520766254
NCR,65,01/01/13,4373.0,4484.0,0.00169579796543
SWKS,66,01/01/13,4227.0,4334.0,0.00163918088266
NOW,67,01/01/13,4056.0,4159.0,0.00157286909394
CDNS,68,01/01/13,3939.0,4038.0,0.00152749787007
PANW,69,01/01/13,3773.0,3868.0,0.00146312502254
FTNT,70,01/01/13,3601.0,3691.0,0.00139642544558
ON,71,01/01/13,3589.0,3680.0,0.00139177198672
FSL,72,01/01/13,3521.0,3609.0,0.00136540238653
SPLK,73,01/01/13,3457.0,3544.0,0.00134058393928
IACI,74,01/01/13,3425.0,3511.0,0.00132817471566
ATHN,75,01/01/13,3254.0,3336.0,0.00126186292694
DST,76,01/01/13,2980.0,3055.0,0.00115560894969
PTC,77,01/01/13,2873.0,2946.0,0.00111411560821
IM,78,01/01/13,2820.0,2892.0,0.00109356283158
ULTI,79,01/01/13,2711.0,2780.0,0.00105129391362
PBI,80,01/01/13,2667.0,2734.0,0.00103423123115
BRCD,81,01/01/13,2601.0,2666.0,0.00100863720743
SSNC,82,01/01/13,1974.0,2024.0,0.000765493982108
ARRS,83,01/01/13,1912.0,1960.0,0.000741451111343
TYL,84,01/01/13,1709.0,1752.0,0.000662730098998
WDAY,85,01/01/13,1514.0,1552.0,0.000587111392559
QRVO,86,01/01/13,1369.0,1404.0,0.000530882098027
MANH,87,01/01/13,1342.0,1376.0,0.000520411815597
EPAM,88,01/01/13,938.0,962.0,0.000363745367385
TWTR,0,01/01/13,0,0,0.0
PYPL,0,01/01/13,0,0,0.0
MBLY,0,01/01/13,0,0,0.0
IMS,0,01/01/13,0,0,0.0
GDDY,0,01/01/13,0,0,0.0
FEYE,0,01/01/13,0,0,0.0
DATA,0,01/01/13,0,0,0.0
COMM,0,01/01/13,0,0,0.0
CDW,0,01/01/13,0,0,0.0
CDKVV,0,01/01/13,0,0,0.0
ANET,0,01/01/13,0,0,0.0
894898,0,01/01/13,0,0.0,0.0
AAPL,1,04/01/13,404610.0,414954.0,0.152299052841
MSFT,2,04/01/13,273775.0,280774.0,0.103051514277
GOOGL,3,04/01/13,229779.0,235653.0,0.086491001366
IBM,4,04/01/13,225898.0,231673.0,0.0850301560481
ORCL,5,04/01/13,156359.0,160356.0,0.0588550149604
AMZN,6,04/01/13,121243.0,124343.0,0.0456370185205
CSCO,7,04/01/13,120208.0,123281.0,0.0452474346751
INTC,8,04/01/13,117345.0,120345.0,0.0441697742409
QCOM,9,04/01/13,110093.0,112907.0,0.0414400524564
EBAY,10,04/01/13,69928.0,71716.0,0.026321564388
EMC,11,04/01/13,49545.0,50811.0,0.0186492092954
FB,12,04/01/13,44477.0,45614.0,0.0167415658862
HPQ,13,04/01/13,43625.0,44741.0,0.0164208649815
TXN,14,04/01/13,39650.0,40663.0,0.0149246371695
YHOO,15,04/01/13,27590.0,28295.0,0.0103851384491
CRM,16,04/01/13,24301.0,24922.0,0.00914712756255
ADBE,17,04/01/13,22224.0,22792.0,0.00836532500515
GLW,18,04/01/13,21471.0,22020.0,0.00808188864226
CTSH,19,04/01/13,20069.0,20583.0,0.00755416250577
BRCM,20,04/01/13,18155.0,18620.0,0.0068337146989
INTU,21,04/01/13,17921.0,18379.0,0.00674563487299
AMAT,22,04/01/13,17432.0,17877.0,0.00656157062139
CERN,23,04/01/13,16437.0,16857.0,0.00618704315648
SYMC,24,04/01/13,16331.0,16748.0,0.00614714374816
LNKD,25,04/01/13,16139.0,16552.0,0.00607487312176
MSI,26,04/01/13,15921.0,16328.0,0.00599281584804
STX,27,04/01/13,14459.0,14829.0,0.00544250514081
SNDK,28,04/01/13,13872.0,14226.0,0.00522155275699
ADI,29,04/01/13,13840.0,14193.0,0.00520950765259
WDC,30,04/01/13,13775.0,14127.0,0.00518504103428
NTAP,31,04/01/13,13070.0,13404.0,0.00491967232799
CTXS,32,04/01/13,12111.0,12421.0,0.00455869560553
CA,33,04/01/13,12045.0,12353.0,0.00453385257771
NFLX,34,04/01/13,11703.0,12002.0,0.00440512052444
MU,35,04/01/13,11423.0,11715.0,0.00429972586095
ALTR,36,04/01/13,10495.0,10763.0,0.00395041783338
XLNX,37,04/01/13,10102.0,10360.0,0.00380248889498
CHKP,38,04/01/13,9580.0,9824.0,0.00360600312947
VMW,39,04/01/13,9384.0,9624.0,0.00353222686502
RHT,40,04/01/13,9267.0,9504.0,0.00348818695207
KLAC,41,04/01/13,9062.0,9294.0,0.00341102300201
JNPR,42,04/01/13,9041.0,9273.0,0.00340311840225
TDC,43,04/01/13,8829.0,9055.0,0.0033233195856
MXIM,44,04/01/13,8829.0,9055.0,0.0033233195856
AVGO,45,04/01/13,8593.0,8813.0,0.00323448694066
LLTC,46,04/01/13,8563.0,8782.0,0.00322319465529
ADSK,47,04/01/13,8355.0,8569.0,0.00314490147669
NVDA,48,04/01/13,8266.0,8477.0,0.00311140103008
AKAM,49,04/01/13,7477.0,7668.0,0.00281441392474
LRCX,50,04/01/13,7354.0,7542.0,0.00276811555471
NXPI,51,04/01/13,7338.0,7526.0,0.00276209300251
MCHP,52,04/01/13,7159.0,7342.0,0.00269471569978
ANSS,53,04/01/13,7025.0,7204.0,0.00264427682511
VRSN,54,04/01/13,6991.0,7170.0,0.00263147890168
CSC,55,04/01/13,6921.0,7098.0,0.00260513023581
GRMN,56,04/01/13,6805.0,6979.0,0.00256146673236
N,57,04/01/13,6326.0,6487.0,0.00238116657589
NUAN,58,04/01/13,6242.0,6401.0,0.00234954817684
FFIV,59,04/01/13,6064.0,6219.0,0.00228254728362
DOX,60,04/01/13,5778.0,5926.0,0.00217489416306
SNPS,61,04/01/13,5463.0,5603.0,0.00205632516663
MRVL,62,04/01/13,5389.0,5527.0,0.0020284708627
IT,63,04/01/13,5320.0,5456.0,0.00200249860634
HRS,64,04/01/13,5256.0,5390.0,0.00197840839755
NOW,65,04/01/13,5096.0,5226.0,0.00191818287555
NCR,66,04/01/13,4948.0,5075.0,0.0018624742677
SPLK,67,04/01/13,4456.0,4570.0,0.00167728078757
SWKS,68,04/01/13,4238.0,4346.0,0.00159522351385
CDNS,69,04/01/13,3986.0,4088.0,0.00150036831671
FSL,70,04/01/13,3803.0,3900.0,0.00143148537593
IACI,71,04/01/13,3745.0,3841.0,0.0014096536242
ON,72,04/01/13,3613.0,3705.0,0.00135996756856
PANW,73,04/01/13,3504.0,3594.0,0.0013189389317
WDAY,74,04/01/13,3491.0,3580.0,0.00131404560803
ATHN,75,04/01/13,3281.0,3365.0,0.00123499961042
CDW,76,04/01/13,3148.0,3229.0,0.00118493714526
FTNT,77,04/01/13,3021.0,3098.0,0.00113713313717
DST,78,04/01/13,3019.0,3096.0,0.00113638031815
ULTI,79,04/01/13,3000.0,3076.0,0.00112922853741
PBI,80,04/01/13,2976.0,3053.0,0.00112019470911
PTC,81,04/01/13,2875.0,2948.0,0.00108217734835
IM,82,04/01/13,2815.0,2887.0,0.0010595927776
BRCD,83,04/01/13,2501.0,2565.0,0.000941400190689
SSNC,84,04/01/13,2495.0,2559.0,0.000939141733614
ARRS,85,04/01/13,2094.0,2148.0,0.000788201519114
TYL,86,04/01/13,2043.0,2096.0,0.000769004633978
QRVO,87,04/01/13,1502.0,1540.0,0.000565367087731
MANH,88,04/01/13,1426.0,1462.0,0.000536759964783
EPAM,89,04/01/13,1069.0,1096.0,0.000402381768831
DATA,90,04/01/13,438.0,450.0,0.000164867366462
TWTR,0,04/01/13,0,0,0.0
PYPL,0,04/01/13,0,0,0.0
MBLY,0,04/01/13,0,0,0.0
IMS,0,04/01/13,0,0,0.0
GDDY,0,04/01/13,0,0,0.0
FEYE,0,04/01/13,0,0,0.0
COMM,0,04/01/13,0,0,0.0
CDKVV,0,04/01/13,0,0,0.0
ANET,0,04/01/13,0,0,0.0
894898,0,04/01/13,0,0.0,0.0
AAPL,1,07/01/13,421480.0,429834.0,0.151235435049
MSFT,2,07/01/13,274410.0,279849.0,0.0984637841224
GOOGL,3,07/01/13,242432.0,247238.0,0.0869894395699
IBM,4,07/01/13,208160.0,212286.0,0.0746919620383
ORCL,5,07/01/13,151225.0,154222.0,0.0542625478442
AMZN,6,07/01/13,136009.0,138705.0,0.0488027433939
CSCO,7,07/01/13,132708.0,135338.0,0.0476182787191
INTC,8,07/01/13,114660.0,116933.0,0.0411422961535
QCOM,9,07/01/13,112520.0,114750.0,0.0403744214477
EBAY,10,07/01/13,69101.0,70470.0,0.0247948177787
FB,11,07/01/13,66982.0,68309.0,0.0240344782919
EMC,12,07/01/13,53964.0,55033.0,0.0193633601049
HPQ,13,07/01/13,46820.0,47748.0,0.0167999503393
TXN,14,07/01/13,42707.0,43553.0,0.0153241238603
YHOO,15,07/01/13,29356.0,29938.0,0.010533518628
CRM,16,07/01/13,26750.0,27280.0,0.00959843382266
ADBE,17,07/01/13,23936.0,24411.0,0.00858871446651
CTSH,18,07/01/13,22351.0,22794.0,0.00801998483627
GLW,19,07/01/13,21626.0,22055.0,0.00775984036818
LNKD,20,07/01/13,21424.0,21848.0,0.00768735873707
AMAT,21,07/01/13,19166.0,19546.0,0.00687714327645
INTU,22,07/01/13,18811.0,19184.0,0.00674976219207
SYMC,23,07/01/13,17516.0,17863.0,0.00628509034907
CERN,24,07/01/13,16699.0,17030.0,0.00599193444503
NFLX,25,07/01/13,15894.0,16209.0,0.00570308438046
WDC,26,07/01/13,15430.0,15736.0,0.00553659192088
MSI,27,07/01/13,15279.0,15582.0,0.00548241010753
MU,28,07/01/13,15039.0,15337.0,0.00539629331809
STX,29,07/01/13,15025.0,15322.0,0.00539126983871
BRCM,30,07/01/13,14945.0,15241.0,0.00536256424223
ADI,31,07/01/13,14799.0,15092.0,0.00531017652865
NTAP,32,07/01/13,14373.0,14658.0,0.0051573192274
SNDK,33,07/01/13,14103.0,14382.0,0.00506043783929
CA,34,07/01/13,13615.0,13885.0,0.00488533370076
CTXS,35,07/01/13,13133.0,13393.0,0.00471238248198
XLNX,36,07/01/13,11927.0,12163.0,0.00427964561506
ALTR,37,07/01/13,11444.0,11671.0,0.00410633557632
CHKP,38,07/01/13,11162.0,11384.0,0.00400514834873
VMW,39,07/01/13,10424.0,10631.0,0.00374033922121
JNPR,40,07/01/13,10418.0,10624.0,0.00373818630147
KLAC,41,07/01/13,9709.0,9901.0,0.00348378295268
RHT,42,07/01/13,9593.0,9783.0,0.00344215983778
TDC,43,07/01/13,9564.0,9754.0,0.00343175405906
AVGO,44,07/01/13,9488.0,9676.0,0.00340448374241
LLTC,45,07/01/13,9245.0,9429.0,0.0033172904931
NXPI,46,07/01/13,8811.0,8986.0,0.0031615626322
NVDA,47,07/01/13,8590.0,8761.0,0.00308226342193
AKAM,48,07/01/13,8392.0,8558.0,0.00301121707064
ADSK,49,07/01/13,8290.0,8455.0,0.00297461743513
MXIM,50,07/01/13,8155.0,8317.0,0.00292617674108
LRCX,51,07/01/13,7938.0,8096.0,0.00284831281063
MCHP,52,07/01/13,7807.0,7961.0,0.00280130739639
GRMN,53,07/01/13,7746.0,7900.0,0.00277941937908
ANSS,54,07/01/13,7722.0,7875.0,0.00277080770013
CSC,55,07/01/13,7396.0,7543.0,0.00265383239448
N,56,07/01/13,7307.0,7451.0,0.0026218974184
VRSN,57,07/01/13,6994.0,7132.0,0.00250958677217
FFIV,58,07/01/13,6650.0,6782.0,0.00238615270731
NOW,59,07/01/13,6247.0,6371.0,0.00224154826505
DOX,60,07/01/13,6079.0,6200.0,0.00218126651245
MRVL,61,07/01/13,6068.0,6189.0,0.00217731949293
NCR,62,07/01/13,6039.0,6159.0,0.00216691371421
HRS,63,07/01/13,6018.0,6137.0,0.00215937849513
NUAN,64,07/01/13,5977.0,6095.0,0.00214466687694
SNPS,65,07/01/13,5700.0,5813.0,0.00204527374913
SPLK,66,07/01/13,5550.0,5660.0,0.00199145075573
IT,67,07/01/13,5494.0,5602.0,0.00197135683819
WDAY,68,07/01/13,4750.0,4844.0,0.00170439479094
FEYE,69,07/01/13,4590.0,4681.0,0.00164698359798
SWKS,70,07/01/13,4573.0,4663.0,0.00164088365873
CDNS,71,07/01/13,4074.0,4154.0,0.00146183250069
ATHN,72,07/01/13,3958.0,4037.0,0.0014202093858
IACI,73,07/01/13,3958.0,4036.0,0.0014202093858
FSL,74,07/01/13,3944.0,4022.0,0.00141518590641
ULTI,75,07/01/13,3847.0,3923.0,0.00138038037068
CDW,76,07/01/13,3790.0,3866.0,0.00135992763319
ON,77,07/01/13,3454.0,3522.0,0.00123936412798
PANW,78,07/01/13,3367.0,3434.0,0.00120814679181
IM,79,07/01/13,3362.0,3428.0,0.00120635269203
PBI,80,07/01/13,3302.0,3368.0,0.00118482349467
FTNT,81,07/01/13,3282.0,3347.0,0.00117764709555
PTC,82,07/01/13,3239.0,3303.0,0.00116221783744
BRCD,83,07/01/13,3163.0,3226.0,0.00113494752079
DST,84,07/01/13,3121.0,3183.0,0.00111987708264
SSNC,85,07/01/13,2949.0,3008.0,0.00105816005021
TYL,86,07/01/13,2441.0,2489.0,0.000875879512565
ARRS,87,07/01/13,2190.0,2233.0,0.000785815703612
MANH,88,07/01/13,1701.0,1735.0,0.000610352745134
QRVO,89,07/01/13,1478.0,1507.0,0.000530335894949
EPAM,90,07/01/13,1408.0,1436.0,0.00050521849803
DATA,91,07/01/13,580.0,592.0,0.000208115574473
TWTR,0,07/01/13,0,0,0.0
PYPL,0,07/01/13,0,0,0.0
MBLY,0,07/01/13,0,0,0.0
IMS,0,07/01/13,0,0,0.0
GDDY,0,07/01/13,0,0,0.0
COMM,0,07/01/13,0,0,0.0
CDKVV,0,07/01/13,0,0,0.0
ANET,0,07/01/13,0,0,0.0
894898,0,07/01/13,0,0.0,0.0
AAPL,1,10/01/13,477421.0,485171.0,0.156357380438
MSFT,2,10/01/13,303514.0,308441.0,0.099402108341
GOOGL,3,10/01/13,281551.0,286121.0,0.092209133699
IBM,4,10/01/13,195891.0,199071.0,0.0641551243271
AMZN,5,10/01/13,165051.0,167730.0,0.0540548949432
ORCL,6,10/01/13,156783.0,159328.0,0.0513470902562
INTC,7,10/01/13,120360.0,122314.0,0.0394184049498
QCOM,8,10/01/13,119943.0,121890.0,0.0392818357003
CSCO,9,10/01/13,118616.0,120542.0,0.0388472376331
FB,10,10/01/13,93772.0,95294.0,0.0307107234044
EBAY,11,10/01/13,68098.0,69204.0,0.0223023806935
EMC,12,10/01/13,49872.0,50682.0,0.0163332892294
HPQ,13,10/01/13,48631.0,49421.0,0.015926856523
TXN,14,10/01/13,45854.0,46598.0,0.0150173773726
YHOO,15,10/01/13,36547.0,37140.0,0.0119692958267
CRM,16,10/01/13,32030.0,32550.0,0.0104899593764
TWTR,17,10/01/13,27758.0,28209.0,0.00909086145394
ADBE,18,10/01/13,27663.0,28112.0,0.00905974855538
CTSH,19,10/01/13,27571.0,28018.0,0.00902961816941
GLW,20,10/01/13,23905.0,24293.0,0.00782898778933
LNKD,21,10/01/13,23053.0,23427.0,0.00754995421491
AMAT,22,10/01/13,20969.0,21309.0,0.00686743547185
MU,23,10/01/13,20516.0,20849.0,0.00671907607136
INTU,24,10/01/13,20421.0,20753.0,0.00668796317281
NFLX,25,10/01/13,20404.0,20735.0,0.00668239560149
CERN,26,10/01/13,19239.0,19552.0,0.00630085321393
WDC,27,10/01/13,17592.0,17877.0,0.00576145380422
MSI,28,10/01/13,16513.0,16781.0,0.00540807677746
STX,29,10/01/13,16464.0,16731.0,0.00539202907189
SYMC,30,10/01/13,16284.0,16549.0,0.00533307831673
SNDK,31,10/01/13,15232.0,15479.0,0.00498854390325
ADI,32,10/01/13,15156.0,15402.0,0.0049636535844
CA,33,10/01/13,14365.0,14598.0,0.0047045977659
BRCM,34,10/01/13,14121.0,14350.0,0.00462468674224
NTAP,35,10/01/13,13824.0,14048.0,0.00452741799622
XLNX,36,10/01/13,12045.0,12240.0,0.00394478803273
CHKP,37,10/01/13,11975.0,12169.0,0.00392186273906
AVGO,38,10/01/13,11424.0,11610.0,0.00374140792744
CTXS,39,10/01/13,11170.0,11351.0,0.00365822186182
VMW,40,10/01/13,10791.0,10966.0,0.00353409777179
ALTR,41,10/01/13,10734.0,10908.0,0.00351543003266
KLAC,42,10/01/13,10514.0,10684.0,0.00344337910969
NXPI,43,10/01/13,10312.0,10479.0,0.00337722326223
JNPR,44,10/01/13,10267.0,10434.0,0.00336248557344
ADSK,45,10/01/13,9889.0,10050.0,0.00323868898761
LLTC,46,10/01/13,9833.0,9993.0,0.00322034875267
